country;group;week;zscore
UK (Scotland);Total;2018-04;5.12
UK (Scotland);Total;2018-05;2.16
UK (Scotland);Total;2018-06;2.6
UK (Scotland);Total;2018-07;1.89
UK (Scotland);Total;2018-08;1.75
UK (Scotland);Total;2018-09;3.24
UK (Scotland);Total;2018-10;1.58
UK (Scotland);Total;2018-11;1.9
UK (Scotland);Total;2018-12;-0.05
UK (Scotland);Total;2018-13;0.95
UK (Scotland);Total;2018-14;1.48
UK (Scotland);Total;2018-15;0.61
UK (Scotland);Total;2018-16;-1.06
UK (Scotland);Total;2018-17;-1.27
UK (Scotland);Total;2018-18;0.26
UK (Scotland);Total;2018-19;-1.81
UK (Scotland);Total;2018-20;-0.28
UK (Scotland);Total;2018-21;-0.33
UK (Scotland);Total;2018-22;0.47
UK (Scotland);Total;2018-23;-2.53
UK (Scotland);Total;2018-24;-1.35
UK (Scotland);Total;2018-25;0.2
UK (Scotland);Total;2018-26;0.25
UK (Scotland);Total;2018-27;0.75
UK (Scotland);Total;2018-28;-0.92
UK (Scotland);Total;2018-29;-1.86
UK (Scotland);Total;2018-30;-1.85
UK (Scotland);Total;2018-31;-1.89
UK (Scotland);Total;2018-32;-0.4
UK (Scotland);Total;2018-33;-1.61
UK (Scotland);Total;2018-34;-2.13
UK (Scotland);Total;2018-35;-2.21
UK (Scotland);Total;2018-36;-0.82
UK (Scotland);Total;2018-37;-0.9
UK (Scotland);Total;2018-38;-0.89
UK (Scotland);Total;2018-39;-0.89
UK (Scotland);Total;2018-40;-0.53
UK (Scotland);Total;2018-41;-0.1
UK (Scotland);Total;2018-42;-2.25
UK (Scotland);Total;2018-43;-0.42
UK (Scotland);Total;2018-44;0.35
UK (Scotland);Total;2018-45;0.21
UK (Scotland);Total;2018-46;-1.04
UK (Scotland);Total;2018-47;-2.07
UK (Scotland);Total;2018-48;0.25
UK (Scotland);Total;2018-49;-0.34
UK (Scotland);Total;2018-50;0.4
UK (Scotland);Total;2018-51;0.96
UK (Scotland);Total;2018-52;3.43
UK (Scotland);Total;2019-01;1.74
UK (Scotland);Total;2019-02;3.41
UK (Scotland);Total;2019-03;1.34
UK (Scotland);Total;2019-04;0.58
UK (Scotland);Total;2019-05;0.65
UK (Scotland);Total;2019-06;0.65
UK (Scotland);Total;2019-07;1.44
UK (Scotland);Total;2019-08;0.24
UK (Scotland);Total;2019-09;-0.71
UK (Scotland);Total;2019-10;-0.12
UK (Scotland);Total;2019-11;-0.69
UK (Scotland);Total;2019-12;-0.9
UK (Scotland);Total;2019-13;-2.27
UK (Scotland);Total;2019-14;-1.44
UK (Scotland);Total;2019-15;-1.79
UK (Scotland);Total;2019-16;-0.36
UK (Scotland);Total;2019-17;-0.35
UK (Scotland);Total;2019-18;-0.5
UK (Scotland);Total;2019-19;1.62
UK (Scotland);Total;2019-20;0.67
UK (Scotland);Total;2019-21;-0.82
UK (Scotland);Total;2019-22;-0.63
UK (Scotland);Total;2019-23;-1.08
UK (Scotland);Total;2019-24;-0.13
UK (Scotland);Total;2019-25;0.98
UK (Scotland);Total;2019-26;-0.1
UK (Scotland);Total;2019-27;-0.88
UK (Scotland);Total;2019-28;0.37
UK (Scotland);Total;2019-29;-0.38
UK (Scotland);Total;2019-30;0.49
UK (Scotland);Total;2019-31;-0.24
UK (Scotland);Total;2019-32;-0.88
UK (Scotland);Total;2019-33;0.41
UK (Scotland);Total;2019-34;-0.57
UK (Scotland);Total;2019-35;-1.35
UK (Scotland);Total;2019-36;0.11
UK (Scotland);Total;2019-37;-0.33
UK (Scotland);Total;2019-38;2.21
UK (Scotland);Total;2019-39;0.69
UK (Scotland);Total;2019-40;0.23
UK (Scotland);Total;2019-41;1.9
UK (Scotland);Total;2019-42;0.29
UK (Scotland);Total;2019-43;0.52
UK (Scotland);Total;2019-44;0.41
UK (Scotland);Total;2019-45;0.2
UK (Scotland);Total;2019-46;2.67
UK (Scotland);Total;2019-47;0.09
UK (Scotland);Total;2019-48;-0.25
UK (Scotland);Total;2019-49;2.75
UK (Scotland);Total;2019-50;1.84
UK (Scotland);Total;2019-51;2.69
UK (Scotland);Total;2019-52;1.74
UK (Scotland);Total;2020-01;2.01
UK (Scotland);Total;2020-02;2.09
UK (Scotland);Total;2020-03;-0.24
UK (Scotland);Total;2020-04;0.82
UK (Scotland);Total;2020-05;-0.22
UK (Scotland);Total;2020-06;0.1
UK (Scotland);Total;2020-07;-0.14
UK (Scotland);Total;2020-08;0.17
UK (Scotland);Total;2020-09;0.63
UK (Scotland);Total;2020-10;0.37
UK (Scotland);Total;2020-11;0.79
UK (Scotland);Total;2020-12;1.54
UK (Scotland);Total;2020-13;4.61
UK (Scotland);Total;2020-14;12.31
UK (Scotland);Total;2020-15;15.4
UK (Scotland);Total;2020-16;14.33
UK (Scotland);Total;2020-17;13.25
UK (Scotland);Total;2020-18;10.21
UK (Scotland);Total;2020-19;8.22
UK (Scotland);Total;2020-20;3.67
UK (Scotland);Total;2020-21;3.24
UK (Scotland);Total;2020-22;2.66
UK (Scotland);Total;2020-23;-0.01
UK (Scotland);Total;2020-24;-0.71
UK (Scotland);Total;2020-25;0.31
UK (Scotland);Total;2020-26;-0.08
UK (Scotland);Total;2020-27;-2.1
UK (Scotland);Total;2020-28;0.18
UK (Scotland);Total;2020-29;-0.54
UK (Scotland);Total;2020-30;-0.3
UK (Scotland);Total;2020-31;-0.17
UK (Scotland);Total;2020-32;-1.66
UK (Scotland);Total;2020-33;-1.64
UK (Scotland);Total;2020-34;-0.24
UK (Scotland);Total;2020-35;-1.15
UK (Scotland);Total;2020-36;-0.43
UK (Scotland);Total;2020-37;-0.86
UK (Scotland);Total;2020-38;-1.58
UK (Scotland);Total;2020-39;0.5
UK (Scotland);Total;2020-40;-0.37
UK (Scotland);Total;2020-41;0.87
UK (Scotland);Total;2020-42;0.74
UK (Scotland);Total;2020-43;2.06
UK (Scotland);Total;2020-44;3.41
UK (Scotland);Total;2020-45;2.34
UK (Scotland);Total;2020-46;5.14
UK (Scotland);Total;2020-47;3.09
UK (Scotland);Total;2020-48;2.97
UK (Scotland);Total;2020-49;2.75
UK (Scotland);Total;2020-50;2.93
UK (Scotland);Total;2020-51;2.59
UK (Scotland);Total;2020-52;5.77
UK (Scotland);Total;2020-53;4.13
UK (Scotland);Total;2021-01;4.21
UK (Scotland);Total;2021-02;5.36
UK (Scotland);Total;2021-03;7.91
UK (Scotland);Total;2021-04;5.4
UK (Scotland);Total;2021-05;4.28
UK (Scotland);Total;2021-06;4.56
UK (Scotland);Total;2021-07;3.07
UK (Scotland);Total;2021-08;0.18
UK (Scotland);Total;2021-09;-1.47
UK (Scotland);Total;2021-10;-0.8
UK (Scotland);Total;2021-11;-1
UK (Scotland);Total;2021-12;-0.85
UK (Scotland);Total;2021-13;-2.33
UK (Scotland);Total;2021-14;-1.77
UK (Scotland);Total;2021-15;-1.07
UK (Scotland);Total;2021-16;-1.6
UK (Scotland);Total;2021-17;-2.12
UK (Scotland);Total;2021-18;-1.11
UK (Scotland);Total;2021-19;-0.97
UK (Scotland);Total;2021-20;0.03
UK (Scotland);Total;2021-21;0.34
UK (Scotland);Total;2021-22;0.55
UK (Scotland);Total;2021-23;0.4
UK (Scotland);Total;2021-24;-0.09
UK (Scotland);Total;2021-25;0.52
UK (Scotland);Total;2021-26;1.17
UK (Scotland);Total;2021-27;2.61
UK (Scotland);Total;2021-28;1.19
UK (Scotland);Total;2021-29;2.35
UK (Scotland);Total;2021-30;0.3
UK (Scotland);Total;2021-31;1.24
UK (Scotland);Total;2021-32;1.11
UK (Scotland);Total;2021-33;0.89
UK (Scotland);Total;2021-34;1.91
UK (Scotland);Total;2021-35;2.29
UK (Scotland);Total;2021-36;4.16
UK (Scotland);Total;2021-37;4.1
UK (Scotland);Total;2021-38;2.68
UK (Scotland);Total;2021-39;4.19
UK (Scotland);Total;2021-40;4.43
UK (Scotland);Total;2021-41;3.78
UK (Scotland);Total;2021-42;3.77
UK (Scotland);Total;2021-43;4.69
UK (Scotland);Total;2021-44;2.51
UK (Scotland);Total;2021-45;2.83
UK (Scotland);Total;2021-46;1.58
UK (Scotland);Total;2021-47;2.65
UK (Scotland);Total;2021-48;2.85
UK (Scotland);Total;2021-49;2.82
UK (Scotland);Total;2021-50;2.16
UK (Scotland);Total;2021-51;1.54
UK (Scotland);Total;2021-52;3.66
UK (Scotland);Total;2022-01;1.91
UK (Scotland);Total;2022-02;2.54
UK (Scotland);Total;2022-03;-0.08
UK (Scotland);Total;2022-04;0.3
UK (Scotland);Total;2022-05;-0.08
UK (Scotland);Total;2022-06;-0.98
UK (Scotland);Total;2022-07;0.03
UK (Scotland);Total;2022-08;-0.49
UK (Scotland);Total;2022-09;1.02
UK (Scotland);Total;2022-10;0.53
UK (Scotland);Total;2022-11;1.05
UK (Scotland);Total;2022-12;2.12
UK (Scotland);Total;2022-13;2.1
UK (Scotland);Total;2022-14;0.59
UK (Scotland);Total;2022-15;1.99
UK (Scotland);Total;2022-16;1.3
UK (Scotland);Total;2022-17;0.83
UK (Scotland);Total;2022-18;1.1
UK (Scotland);Total;2022-19;0.4
UK (Scotland);Total;2022-20;-0.09
UK (Scotland);Total;2022-21;-0.59
UK (Scotland);Total;2022-22;0.1
UK (Scotland);Total;2022-23;1.39
UK (Scotland);Total;2022-24;1.68
UK (Scotland);Total;2022-25;1.15
UK (Scotland);Total;2022-26;1.93
UK (Scotland);Total;2022-27;0.97
UK (Scotland);Total;2022-28;1.77
UK (Scotland);Total;2022-29;2.17
UK (Scotland);Total;2022-30;0.89
UK (Scotland);Total;2022-31;0.65
UK (Scotland);Total;2022-32;2.71
UK (Scotland);Total;2022-33;-1
UK (Scotland);Total;2022-34;0.66
UK (Scotland);Total;2022-35;0.21
UK (Scotland);Total;2022-36;1.09
UK (Scotland);Total;2022-37;-0.17
UK (Scotland);Total;2022-38;2.18
UK (Scotland);Total;2022-39;1.54
UK (Scotland);Total;2022-40;2.66
UK (Scotland);Total;2022-41;1.18
UK (Scotland);Total;2022-42;2.61
UK (Scotland);Total;2022-43;1.93
UK (Scotland);Total;2022-44;0.63
UK (Scotland);Total;2022-45;2.79
UK (Scotland);Total;2022-46;1.33
UK (Scotland);Total;2022-47;1.57
UK (Scotland);Total;2022-48;1.06
UK (Scotland);Total;2022-49;2.07
UK (Scotland);Total;2022-50;6.05
UK (Scotland);Total;2022-51;7.3
UK (Scotland);Total;2022-52;5.45
UK (Scotland);Total;2023-01;4.32
UK (Northern Ireland);Total;2017-03;2.08
UK (Northern Ireland);Total;2017-04;2.04
UK (Northern Ireland);Total;2017-05;2.56
UK (Northern Ireland);Total;2017-06;-0.3
UK (Northern Ireland);Total;2017-07;2.59
UK (Northern Ireland);Total;2017-08;2.73
UK (Northern Ireland);Total;2017-09;0.75
UK (Northern Ireland);Total;2017-10;-0.79
UK (Northern Ireland);Total;2017-11;0.79
UK (Northern Ireland);Total;2017-12;0.48
UK (Northern Ireland);Total;2017-13;-0.69
UK (Northern Ireland);Total;2017-14;-0.18
UK (Northern Ireland);Total;2017-15;-1.79
UK (Northern Ireland);Total;2017-16;-1.25
UK (Northern Ireland);Total;2017-17;0.9
UK (Northern Ireland);Total;2017-18;-0.1
UK (Northern Ireland);Total;2017-19;0.28
UK (Northern Ireland);Total;2017-20;1.66
UK (Northern Ireland);Total;2017-21;-0.06
UK (Northern Ireland);Total;2017-22;0.7
UK (Northern Ireland);Total;2017-23;0.24
UK (Northern Ireland);Total;2017-24;-0.87
UK (Northern Ireland);Total;2017-25;-0.43
UK (Northern Ireland);Total;2017-26;1.23
UK (Northern Ireland);Total;2017-27;1.16
UK (Northern Ireland);Total;2017-28;0.8
UK (Northern Ireland);Total;2017-29;-1.02
UK (Northern Ireland);Total;2017-30;-0.85
UK (Northern Ireland);Total;2017-31;0.73
UK (Northern Ireland);Total;2017-32;0.46
UK (Northern Ireland);Total;2017-33;-1.03
UK (Northern Ireland);Total;2017-34;0.39
UK (Northern Ireland);Total;2017-35;0.07
UK (Northern Ireland);Total;2017-36;-1.32
UK (Northern Ireland);Total;2017-37;1.19
UK (Northern Ireland);Total;2017-38;0.44
UK (Northern Ireland);Total;2017-39;0.29
UK (Northern Ireland);Total;2017-40;0.7
UK (Northern Ireland);Total;2017-41;0.65
UK (Northern Ireland);Total;2017-42;0.59
UK (Northern Ireland);Total;2017-43;1.5
UK (Northern Ireland);Total;2017-44;-0.18
UK (Northern Ireland);Total;2017-45;0.79
UK (Northern Ireland);Total;2017-46;0.36
UK (Northern Ireland);Total;2017-47;2.05
UK (Northern Ireland);Total;2017-48;1.55
UK (Northern Ireland);Total;2017-49;2.91
UK (Northern Ireland);Total;2017-50;1.57
UK (Northern Ireland);Total;2017-51;3.25
UK (Northern Ireland);Total;2017-52;4.18
UK (Northern Ireland);Total;2018-01;5.32
UK (Northern Ireland);Total;2018-02;7.37
UK (Northern Ireland);Total;2018-03;5.12
UK (Northern Ireland);Total;2018-04;4.33
UK (Northern Ireland);Total;2018-05;3.7
UK (Northern Ireland);Total;2018-06;1.66
UK (Northern Ireland);Total;2018-07;3.78
UK (Northern Ireland);Total;2018-08;2.09
UK (Northern Ireland);Total;2018-09;1.82
UK (Northern Ireland);Total;2018-10;1.17
UK (Northern Ireland);Total;2018-11;1.55
UK (Northern Ireland);Total;2018-12;0.84
UK (Northern Ireland);Total;2018-13;0.53
UK (Northern Ireland);Total;2018-14;1.31
UK (Northern Ireland);Total;2018-15;0.64
UK (Northern Ireland);Total;2018-16;-1.23
UK (Northern Ireland);Total;2018-17;-1.77
UK (Northern Ireland);Total;2018-18;-0.7
UK (Northern Ireland);Total;2018-19;-0.21
UK (Northern Ireland);Total;2018-20;-1.56
UK (Northern Ireland);Total;2018-21;-1.42
UK (Northern Ireland);Total;2018-22;-1.77
UK (Northern Ireland);Total;2018-23;0.62
UK (Northern Ireland);Total;2018-24;-1.6
UK (Northern Ireland);Total;2018-25;-0.05
UK (Northern Ireland);Total;2018-26;0.6
UK (Northern Ireland);Total;2018-27;-1.85
UK (Northern Ireland);Total;2018-28;0.91
UK (Northern Ireland);Total;2018-29;-0.61
UK (Northern Ireland);Total;2018-30;-0.27
UK (Northern Ireland);Total;2018-31;1.9
UK (Northern Ireland);Total;2018-32;-1.43
UK (Northern Ireland);Total;2018-33;-0.1
UK (Northern Ireland);Total;2018-34;0
UK (Northern Ireland);Total;2018-35;-1.6
UK (Northern Ireland);Total;2018-36;-0.31
UK (Northern Ireland);Total;2018-37;-1.36
UK (Northern Ireland);Total;2018-38;0.23
UK (Northern Ireland);Total;2018-39;0.93
UK (Northern Ireland);Total;2018-40;-0.58
UK (Northern Ireland);Total;2018-41;0.5
UK (Northern Ireland);Total;2018-42;-1.41
UK (Northern Ireland);Total;2018-43;-1.97
UK (Northern Ireland);Total;2018-44;-0.61
UK (Northern Ireland);Total;2018-45;-1.98
UK (Northern Ireland);Total;2018-46;-1.4
UK (Northern Ireland);Total;2018-47;-1.63
UK (Northern Ireland);Total;2018-48;-1.06
UK (Northern Ireland);Total;2018-49;-0.24
UK (Northern Ireland);Total;2018-50;-0.75
UK (Northern Ireland);Total;2018-51;1.03
UK (Northern Ireland);Total;2018-52;0.6
UK (Northern Ireland);Total;2019-01;1.34
UK (Northern Ireland);Total;2019-02;0.64
UK (Northern Ireland);Total;2019-03;-0.62
UK (Northern Ireland);Total;2019-04;-2.24
UK (Northern Ireland);Total;2019-05;-0.09
UK (Northern Ireland);Total;2019-06;2.22
UK (Northern Ireland);Total;2019-07;1.13
UK (Northern Ireland);Total;2019-08;-0.04
UK (Northern Ireland);Total;2019-09;-0.5
UK (Northern Ireland);Total;2019-10;-0.45
UK (Northern Ireland);Total;2019-11;1.59
UK (Northern Ireland);Total;2019-12;-1.47
UK (Northern Ireland);Total;2019-13;-0.82
UK (Northern Ireland);Total;2019-14;1.11
UK (Northern Ireland);Total;2019-15;0.33
UK (Northern Ireland);Total;2019-16;1.03
UK (Northern Ireland);Total;2019-17;1.31
UK (Northern Ireland);Total;2019-18;2.18
UK (Northern Ireland);Total;2019-19;0.88
UK (Northern Ireland);Total;2019-20;0.92
UK (Northern Ireland);Total;2019-21;-0.23
UK (Northern Ireland);Total;2019-22;-1.2
UK (Northern Ireland);Total;2019-23;0.08
UK (Northern Ireland);Total;2019-24;1.43
UK (Northern Ireland);Total;2019-25;-0.06
UK (Northern Ireland);Total;2019-26;0.3
UK (Northern Ireland);Total;2019-27;1.14
UK (Northern Ireland);Total;2019-28;-0.35
UK (Northern Ireland);Total;2019-29;0.47
UK (Northern Ireland);Total;2019-30;-1.6
UK (Northern Ireland);Total;2019-31;-0.11
UK (Northern Ireland);Total;2019-32;0.19
UK (Northern Ireland);Total;2019-33;-0.83
UK (Northern Ireland);Total;2019-34;-0.56
UK (Northern Ireland);Total;2019-35;-0.53
UK (Northern Ireland);Total;2019-36;0.1
UK (Northern Ireland);Total;2019-37;-1.28
UK (Northern Ireland);Total;2019-38;0.75
UK (Northern Ireland);Total;2019-39;-0.18
UK (Northern Ireland);Total;2019-40;-1.07
UK (Northern Ireland);Total;2019-41;0.24
UK (Northern Ireland);Total;2019-42;0.29
UK (Northern Ireland);Total;2019-43;0.24
UK (Northern Ireland);Total;2019-44;0.82
UK (Northern Ireland);Total;2019-45;1.28
UK (Northern Ireland);Total;2019-46;1.62
UK (Northern Ireland);Total;2019-47;0.64
UK (Northern Ireland);Total;2019-48;1.2
UK (Northern Ireland);Total;2019-49;1.74
UK (Northern Ireland);Total;2019-50;2.98
UK (Northern Ireland);Total;2019-51;2.62
UK (Northern Ireland);Total;2019-52;1.02
UK (Northern Ireland);Total;2020-01;1.27
UK (Northern Ireland);Total;2020-02;1.86
UK (Northern Ireland);Total;2020-03;2.86
UK (Northern Ireland);Total;2020-04;-1.12
UK (Northern Ireland);Total;2020-05;0.26
UK (Northern Ireland);Total;2020-06;-0.46
UK (Northern Ireland);Total;2020-07;0.15
UK (Northern Ireland);Total;2020-08;0.5
UK (Northern Ireland);Total;2020-09;0.35
UK (Northern Ireland);Total;2020-10;0.16
UK (Northern Ireland);Total;2020-11;1.1
UK (Northern Ireland);Total;2020-12;-0.31
UK (Northern Ireland);Total;2020-13;2.14
UK (Northern Ireland);Total;2020-14;4.66
UK (Northern Ireland);Total;2020-15;7.67
UK (Northern Ireland);Total;2020-16;6.06
UK (Northern Ireland);Total;2020-17;5.55
UK (Northern Ireland);Total;2020-18;5.56
UK (Northern Ireland);Total;2020-19;3.14
UK (Northern Ireland);Total;2020-20;2.35
UK (Northern Ireland);Total;2020-21;2.23
UK (Northern Ireland);Total;2020-22;2.37
UK (Northern Ireland);Total;2020-23;0.9
UK (Northern Ireland);Total;2020-24;-0.87
UK (Northern Ireland);Total;2020-25;-0.37
UK (Northern Ireland);Total;2020-26;0.5
UK (Northern Ireland);Total;2020-27;-0.8
UK (Northern Ireland);Total;2020-28;-1.16
UK (Northern Ireland);Total;2020-29;-0.1
UK (Northern Ireland);Total;2020-30;2.59
UK (Northern Ireland);Total;2020-31;0.06
UK (Northern Ireland);Total;2020-32;0.86
UK (Northern Ireland);Total;2020-33;-0.36
UK (Northern Ireland);Total;2020-34;1.57
UK (Northern Ireland);Total;2020-35;-0.17
UK (Northern Ireland);Total;2020-36;-0.5
UK (Northern Ireland);Total;2020-37;1.38
UK (Northern Ireland);Total;2020-38;1.47
UK (Northern Ireland);Total;2020-39;1.92
UK (Northern Ireland);Total;2020-40;2.46
UK (Northern Ireland);Total;2020-41;0.85
UK (Northern Ireland);Total;2020-42;1.28
UK (Northern Ireland);Total;2020-43;3.29
UK (Northern Ireland);Total;2020-44;4.1
UK (Northern Ireland);Total;2020-45;5.11
UK (Northern Ireland);Total;2020-46;4.08
UK (Northern Ireland);Total;2020-47;3.12
UK (Northern Ireland);Total;2020-48;1.59
UK (Northern Ireland);Total;2020-49;2.68
UK (Northern Ireland);Total;2020-50;3.04
UK (Northern Ireland);Total;2020-51;3.36
UK (Northern Ireland);Total;2020-52;4.74
UK (Northern Ireland);Total;2020-53;4.5
UK (Northern Ireland);Total;2021-01;5.01
UK (Northern Ireland);Total;2021-02;7.07
UK (Northern Ireland);Total;2021-03;4
UK (Northern Ireland);Total;2021-04;4.26
UK (Northern Ireland);Total;2021-05;4.04
UK (Northern Ireland);Total;2021-06;0.95
UK (Northern Ireland);Total;2021-07;0.6
UK (Northern Ireland);Total;2021-08;-0.46
UK (Northern Ireland);Total;2021-09;-0.86
UK (Northern Ireland);Total;2021-10;-0.86
UK (Northern Ireland);Total;2021-11;-0.95
UK (Northern Ireland);Total;2021-12;-0.98
UK (Northern Ireland);Total;2021-13;-1.86
UK (Northern Ireland);Total;2021-14;-1.9
UK (Northern Ireland);Total;2021-15;-0.19
UK (Northern Ireland);Total;2021-16;-1.28
UK (Northern Ireland);Total;2021-17;0.19
UK (Northern Ireland);Total;2021-18;-0.48
UK (Northern Ireland);Total;2021-19;0.94
UK (Northern Ireland);Total;2021-20;-1.14
UK (Northern Ireland);Total;2021-21;0.18
UK (Northern Ireland);Total;2021-22;-1.46
UK (Northern Ireland);Total;2021-23;0.47
UK (Northern Ireland);Total;2021-24;1.56
UK (Northern Ireland);Total;2021-25;0.81
UK (Northern Ireland);Total;2021-26;0.04
UK (Northern Ireland);Total;2021-27;0.09
UK (Northern Ireland);Total;2021-28;1.75
UK (Northern Ireland);Total;2021-29;3.13
UK (Northern Ireland);Total;2021-30;1.75
UK (Northern Ireland);Total;2021-31;2.99
UK (Northern Ireland);Total;2021-32;3.46
UK (Northern Ireland);Total;2021-33;3.34
UK (Northern Ireland);Total;2021-34;4.34
UK (Northern Ireland);Total;2021-35;3.53
UK (Northern Ireland);Total;2021-36;5.35
UK (Northern Ireland);Total;2021-37;4.93
UK (Northern Ireland);Total;2021-38;1.75
UK (Northern Ireland);Total;2021-39;3.93
UK (Northern Ireland);Total;2021-40;1.71
UK (Northern Ireland);Total;2021-41;1.01
UK (Northern Ireland);Total;2021-42;2.95
UK (Northern Ireland);Total;2021-43;2.57
UK (Northern Ireland);Total;2021-44;4.1
UK (Northern Ireland);Total;2021-45;1.76
UK (Northern Ireland);Total;2021-46;4.12
UK (Northern Ireland);Total;2021-47;2.95
UK (Northern Ireland);Total;2021-48;3.34
UK (Northern Ireland);Total;2021-49;3
UK (Northern Ireland);Total;2021-50;2.41
UK (Northern Ireland);Total;2021-51;1.49
UK (Northern Ireland);Total;2021-52;2.65
UK (Northern Ireland);Total;2022-01;1.52
UK (Northern Ireland);Total;2022-02;0.27
UK (Northern Ireland);Total;2022-03;0.75
UK (Northern Ireland);Total;2022-04;1.24
UK (Northern Ireland);Total;2022-05;1.49
UK (Northern Ireland);Total;2022-06;-0.88
UK (Northern Ireland);Total;2022-07;0.56
UK (Northern Ireland);Total;2022-08;0.36
UK (Northern Ireland);Total;2022-09;-0.02
UK (Northern Ireland);Total;2022-10;-0.3
UK (Northern Ireland);Total;2022-11;1.32
UK (Northern Ireland);Total;2022-12;0.74
UK (Northern Ireland);Total;2022-13;1.72
UK (Northern Ireland);Total;2022-14;2.24
UK (Northern Ireland);Total;2022-15;1.17
UK (Northern Ireland);Total;2022-16;0.14
UK (Northern Ireland);Total;2022-17;-0.34
UK (Northern Ireland);Total;2022-18;-0.4
UK (Northern Ireland);Total;2022-19;0.62
UK (Northern Ireland);Total;2022-20;0.01
UK (Northern Ireland);Total;2022-21;-0.85
UK (Northern Ireland);Total;2022-22;-0.06
UK (Northern Ireland);Total;2022-23;-1.92
UK (Northern Ireland);Total;2022-24;1.83
UK (Northern Ireland);Total;2022-25;1.05
UK (Northern Ireland);Total;2022-26;0.95
UK (Northern Ireland);Total;2022-27;1.64
UK (Northern Ireland);Total;2022-28;1.5
UK (Northern Ireland);Total;2022-29;2.25
UK (Northern Ireland);Total;2022-30;1.37
UK (Northern Ireland);Total;2022-31;0.16
UK (Northern Ireland);Total;2022-32;0.73
UK (Northern Ireland);Total;2022-33;0.44
UK (Northern Ireland);Total;2022-34;-0.02
UK (Northern Ireland);Total;2022-35;0.3
UK (Northern Ireland);Total;2022-36;1.35
UK (Northern Ireland);Total;2022-37;-1.18
UK (Northern Ireland);Total;2022-38;-0.33
UK (Northern Ireland);Total;2022-39;0.18
UK (Northern Ireland);Total;2022-40;0.88
UK (Northern Ireland);Total;2022-41;0.74
UK (Northern Ireland);Total;2022-42;3.49
UK (Northern Ireland);Total;2022-43;2.52
UK (Northern Ireland);Total;2022-44;3.16
UK (Northern Ireland);Total;2022-45;1.98
UK (Northern Ireland);Total;2022-46;2.04
UK (Northern Ireland);Total;2022-47;1.24
UK (Northern Ireland);Total;2022-48;2.28
UK (Northern Ireland);Total;2022-49;0.32
UK (Northern Ireland);Total;2022-50;3.43
UK (Northern Ireland);Total;2022-51;3.38
UK (Northern Ireland);Total;2022-52;-0.15
UK (Northern Ireland);Total;2023-01;-3.98